"Name","Surname","Gender","DoB","Faculty","UG.PG","FakePhone","FakeID","Age"
"Jadyn","Hudson","M",2005-06-04,2,"UG","(441) 658-7237",42417089,19
"Cherish","Harrell","F",2004-05-17,4,"UG","(735) 280-6449",49724948,21
"Addison","Salas","M",1965-07-02,7,"PG","(495) 612-1424",36261345,59
"Ireland","Rodgers","F",2004-04-20,7,"UG","(400) 993-4554",48529782,21
"Evangeline","Stark","F",2003-06-30,7,"UG","(742) 526-7450",39523120,21
"Selena","Cannon","F",1991-08-21,5,"PG","(979) 804-3630",49224892,33
"Drake","Lindsey","M",2005-09-19,3,"UG","(336) 663-5612",45357572,19
"German","Tucker","M",1965-04-05,4,"UG","(305) 575-0984",38422106,60
"Martha","Castaneda","F",2002-04-29,5,"UG","(579) 230-9439",33827849,23
"Jaslyn","Mullen","F",2003-02-17,5,"UG","(869) 948-7739",46218466,22
"Maurice","Mullins","M",2002-03-29,3,"UG","(609) 569-7597",38968912,23
"Roderick","Landry","M",2005-10-03,10,"UG","(876) 866-2765",37975201,19
"John","Cherry","M",2001-09-02,3,"UG","(236) 422-6224",35099392,23
"Sarahi","Vance","F",2000-12-10,2,"UG","(810) 363-7954",34548629,24
"Emilia","Powell","",2000-04-27,10,"UG","(970) 406-6523",46544153,25
"Brielle","Barton","F",2005-07-02,8,"UG","(298) 832-8946",41113470,19
"Francesca","Cannon","F",1999-10-23,10,"UG","(680) 442-5719",46869699,25
"Emilio","Gallagher","M",2001-01-02,3,"UG","(531) 752-9876",45165271,24
"Antony","Nguyen","M",2000-07-18,1,"UG","(398) 478-1165",45374182,24
"Javon","Wilcox","M",1985-12-06,6,"PG","(420) 373-4054",39387430,39
"Jaelynn","Beck","F",2001-02-24,5,"UG","(335) 771-1626",34758310,24
"Paola","Whitney","F",1985-06-18,1,"UG","(881) 483-6555",51048877,39
"Noelle","Montes","F",2001-09-30,1,"UG","(863) 861-0375",50931769,23
"Anya","Farmer","F",1990-02-17,3,"PG","(475) 355-4107",37994162,35
"Marley","Khan","M",2001-07-23,6,"UG","(982) 521-6179",36483376,23
"Cierra","Galloway","F",1989-04-20,2,"PG","(765) 953-0095",48912227,36
"Erin","Arias","F",2004-08-09,4,"UG","(801) 830-5121",33204193,20
"Hailee","Petty","F",1968-03-20,3,"PG","(359) 990-3662",37030453,57
"Roger","Kramer","M",2005-08-20,2,"UG","(200) 250-9134",41633238,19
"Athena","Thomas","F",2002-05-05,5,"UG","(283) 947-5971",37441780,23
"Celia","Jenkins","F",1976-05-28,3,"PG","(677) 831-8908",43960130,49
"Julio","Graham","M",2001-05-01,5,"UG","(905) 873-9310",42447936,24
"Gwendolyn","Griffith","F",2003-02-06,1,"UG","",41444236,22
"Dominique","Wiggins","F",2004-07-04,1,"UG","(546) 483-1763",33840096,20
"Yoselin","Fletcher","F",1962-05-10,1,"UG","(654) 850-6191",35893217,63
"Mallory","Garza","F",2003-01-31,2,"UG","(647) 328-6129",45648218,22
"Cadence","Miles","F",1966-09-14,3,"UG","(515) 411-5162",37072960,58
"Robert","Montgomery","",1996-08-04,1,"UG","(395) 371-9622",39953499,28
"Zackary","Sexton","M",2003-05-30,5,"UG","(769) 569-1798",36107127,22
"Antoine","Fuller","M",2005-01-27,4,"UG","(764) 360-7523",37824141,20
"Emanuel","Frazier","M",2001-04-28,4,"UG","(241) 598-2319",33572773,24
"Krish","Watkins","M",1966-08-16,4,"PG","(811) 978-4297",45174584,58
"Savannah","Wang","F",1989-01-11,2,"UG","(525) 714-5567",40385859,36
"Lauryn","Parks","F",1989-07-25,1,"PG","(201) 430-5939",35434200,35
"Whitney","Zamora","F",2000-08-09,3,"UG","(952) 651-3772",33418694,24
"Solomon","Mcguire","M",2001-09-16,8,"UG","(724) 936-2335",32503584,23
"Abdullah","Sellers","M",2004-11-13,8,"UG","(334) 867-8880",40822725,20
"Baron","Sampson","M",2002-06-11,6,"UG","(777) 666-2694",33503481,22
"Sherlyn","Webb","F",1968-09-14,3,"PG","(545) 681-1501",42567028,56
"Cierra","Harding","F",2004-03-31,1,"UG","(384) 513-2309",NA,21
"Gianni","Sampson","M",2005-12-12,1,"UG","(520) 558-5352",45792706,19
"Jayleen","Hunt","F",1961-03-25,1,"PG","(765) 278-2333",36451685,64
"Kailee","Haynes","F",2000-12-14,1,"UG","(708) 494-9418",37314629,24
"Sherlyn","Kennedy","F",2004-01-02,7,"UG","(657) 608-4215",39843637,21
"Zion","Pierce","M",2002-09-09,9,"UG","(737) 778-3177",49740233,22
"Morgan","Young","F",1988-04-24,5,"UG","(586) 995-4205",43947745,37
"Seth","Richard","M",2002-03-02,6,"UG","(240) 232-1847",36153462,23
"Tatum","Whitehead","F",1979-08-30,6,"UG","(910) 305-2933",38956393,45
"Arielle","Moss","",1999-10-28,1,"UG","(917) 262-6050",37877908,25
"Joy","Montes","F",2004-08-25,2,"UG","(268) 509-3375",41003523,20
"Priscilla","Khan","F",1972-09-05,5,"UG","(785) 403-0434",33799173,52
"Quinten","Rice","M",2000-06-05,2,"UG","(884) 688-7023",36859808,24
"Ashtyn","Yu","F",2001-05-24,1,"UG","(262) 571-0706",35155849,24
"Valerie","Gill","F",1999-12-14,1,"UG","(224) 235-6248",48745490,25
"Bailee","Tapia","F",1993-11-07,5,"UG","(609) 316-5173",45078072,31
"Bella","Avila","F",2002-01-28,1,"UG","(517) 232-0558",33067428,23
"Jamar","Booker","M",2002-03-26,7,"UG","(696) 609-2624",48510210,23
"Lea","Schwartz","F",2003-08-07,5,"UG","(852) 513-3983",46458490,21
"Lorelai","Meza","F",1991-10-28,1,"UG","(842) 993-0344",46248264,33
"Cecilia","Velazquez","F",2003-12-07,4,"UG","(970) 338-9350",48135442,21
"Donavan","Guerra","M",2002-02-24,2,"UG","(609) 433-3941",42808531,23
"Odin","Barnes","M",2005-09-22,4,"UG","",39336776,19
"Destinee","Cole","F",1967-03-05,7,"PG","(633) 633-3134",37582803,58
"Danna","Terrell","F",1984-03-05,3,"PG","(435) 699-0511",43157664,41
"Alena","Black","F",2004-02-17,5,"UG","(255) 693-2048",49005059,21
"Julianne","Lutz","F",2004-12-27,2,"UG","(563) 917-8856",32403495,20
"Hugh","Stark","M",2001-08-05,8,"UG","(874) 494-1020",36731733,23
"Cason","Hoover","M",2001-09-02,10,"UG","(918) 334-8725",49110408,23
"Steven","Bird","M",2001-12-01,9,"UG","(492) 267-0609",50601203,23
"Abigayle","Rowe","F",2004-04-02,8,"UG","(240) 275-6709",39248437,21
"Alvaro","Werner","M",2005-05-01,1,"UG","(236) 267-8601",35022071,20
"Nick","Pena","M",1982-05-09,6,"PG","(382) 275-8681",35659068,43
"Giada","Vaughan","F",1982-08-09,5,"PG","(732) 442-0375",39055738,42
"Jose","Kent","M",2004-11-05,3,"UG","(969) 561-3729",42575822,20
"Ayla","Garner","",2005-05-04,10,"UG","(766) 976-6819",47314723,20
"Weston","Gomez","M",2000-11-28,1,"UG","(798) 317-5280",43474422,24
"Micah","Russo","F",2001-08-11,8,"UG","(917) 328-9429",37265006,23
"Yurem","Berry","M",2004-07-20,1,"UG","(812) 834-2643",40644434,20
"Caitlyn","Villanueva","F",1993-01-05,5,"PG","(327) 995-3157",36086063,32
"Gianna","Reed","F",1969-07-29,5,"UG","(948) 522-3062",41550415,55
"Patricia","Fry","F",1996-05-31,4,"PG","(830) 904-3242",41366816,29
"Jazmyn","Sanders","F",2002-11-30,3,"UG","(900) 809-2979",42289419,22
"Kane","Cantu","M",2004-03-03,4,"UG","(943) 243-0357",37716759,21
"Francisco","Davidson","M",1969-05-18,10,"PG","(230) 670-9803",34231665,56
"Marisol","Turner","F",2004-07-23,3,"UG","(924) 507-4252",36322401,20
"Deandre","Gregory","M",2004-07-30,8,"UG","(559) 433-8109",47932890,20
"Cortez","Vance","M",2005-08-22,4,"UG","(891) 592-4266",39946623,19
"Yoselin","Nielsen","F",1999-11-01,9,"UG","(730) 959-0351",38887238,25
"Jan","Martinez","M",2003-04-02,6,"UG","(732) 997-6011",36882748,22
"Kirsten","Kaiser","F",2002-06-06,4,"UG","(670) 753-1655",32200688,22
"Lorelei","Haynes","F",2005-11-20,5,"UG","(892) 397-7458",39728880,19
"Eric","Floyd","M",2002-03-17,2,"UG","(446) 258-4741",48902726,23
"Heidi","Bowen","F",2001-03-01,9,"UG","(341) 631-0642",45971863,24
"Will","Meadows","M",2000-10-07,6,"UG","(668) 376-7414",32216191,24
"Gina","Avery","F",2002-11-20,3,"UG","",32753222,22
"Carlee","Valdez","F",1984-10-23,4,"PG","(245) 508-2768",33922813,40
"Kallie","Hernandez","F",1972-09-20,2,"PG","(887) 881-0434",43155836,52
"Quintin","Montgomery","M",1985-06-24,6,"PG","(256) 605-3335",34869951,39
"Malcolm","Humphrey","M",2005-09-20,9,"UG","(447) 737-2397",41970725,19
"Scarlett","Cummings","F",2002-05-08,1,"UG","(578) 551-6052",34868084,23
"Monica","Fernandez","F",1970-10-09,5,"PG","(696) 543-0524",44175947,54
"Madalynn","Young","F",2002-10-06,5,"UG","(978) 376-0014",47104552,22
"Cecilia","Gallegos","F",2005-09-24,2,"UG","(474) 444-4198",39297324,19
"Harmony","Phillips","F",2004-08-01,6,"UG","(911) 892-7203",38165269,20
"Santiago","Cordova","M",2003-02-02,8,"UG","(643) 719-9310",36516886,22
"Roderick","Hancock","M",2003-06-19,7,"UG","(216) 389-8381",49126715,21
"Ibrahim","Yang","M",2002-04-01,4,"UG","(902) 946-7707",40563334,23
"Arjun","Guerrero","M",2002-05-31,2,"UG","(938) 213-9236",37783656,23
"Armani","Mccullough","M",2001-08-16,10,"UG","(409) 207-8393",40304025,23
"Ingrid","Hurst","F",2001-04-28,1,"UG","(691) 519-6405",42405166,24
"Isabelle","Herman","F",1999-11-06,10,"UG","(830) 912-9791",32912751,25
"Santos","Mills","M",2005-12-27,10,"UG","(835) 724-5348",43473412,19
"Jair","Gallegos","M",2000-10-31,10,"UG","(971) 209-5491",45553253,24
"Mckenna","Brock","F",1982-12-11,4,"PG","(364) 343-1545",39263846,42
"Holden","Craig","M",1981-10-30,3,"PG","(426) 531-2753",40488813,43
"Reilly","Gilmore","M",2000-12-19,2,"UG","(725) 317-0775",48882795,24
"Asia","Miranda","F",2002-06-01,5,"UG","(375) 529-9926",46086492,22
"Amara","Mcclure","F",2000-05-26,3,"UG","(930) 528-2159",42606638,25
"Blaine","Caldwell","M",2000-05-11,1,"UG","(971) 926-1503",50392642,25
"Gabrielle","Cannon","F",1970-06-01,5,"UG","(936) 620-7186",37327836,54
"Alexandra","Orozco","F",2002-05-02,2,"UG","(208) 240-8560",46925933,23
"Nikolas","Hurst","M",1968-05-11,4,"PG","(295) 482-0935",45085347,57
"Yuliana","Lamb","F",1988-09-07,10,"PG","(922) 293-0327",36681718,36
"Kyle","Hull","M",2005-08-16,2,"UG","(431) 677-4913",45725784,19
"Joe","Hoffman","M",2004-02-29,4,"UG","(421) 273-5232",39356641,21
"Taniya","Griffith","F",2004-04-17,2,"UG","(218) 482-7034",33002484,21
"Ashlyn","Smith","F",2001-07-14,1,"UG","(825) 381-3017",46254126,23
"Georgia","Carson","F",2002-01-21,3,"UG","(436) 243-2300",36407942,23
"Mara","Strickland","F",2005-07-14,3,"UG","(366) 592-1737",47872043,19
"Bryan","Benjamin","M",2004-04-24,3,"UG","(858) 442-4978",47677738,21
"Waylon","David","M",2001-12-05,2,"UG","(672) 929-9683",37538622,23
"Bridger","Knapp","M",2003-04-23,7,"UG","(226) 859-8599",50762845,22
"Erick","Fowler","M",2000-06-16,8,"UG","(421) 779-2616",49304884,24
"Aniyah","Alvarez","F",2002-08-19,5,"UG","(609) 810-4203",36886978,22
"Sloane","Mendoza","F",2003-02-03,1,"UG","(846) 770-0210",50024310,22
"Mckinley","Welch","F",2004-09-06,1,"UG","(490) 690-3877",41052504,20
"Lorelei","Golden","F",2002-04-12,1,"UG","(215) 483-3173",46909051,23
"Gilberto","Gomez","M",2005-02-13,3,"UG","(700) 752-8913",45157537,20
"Lillie","Villarreal","F",2000-09-19,3,"UG","(741) 822-8792",50959869,24
"Emmy","Franklin","F",1990-02-06,5,"PG","(677) 370-2895",42671988,35
"Zane","Rush","M",2004-08-26,5,"UG","(618) 416-7665",38257492,20
"Taryn","Velazquez","F",2005-10-16,8,"UG","(860) 706-9542",39265188,19
"Travis","Johnson","M",1988-04-04,1,"PG","(539) 336-8243",33891815,37
"Cohen","Henry","M",2002-10-27,8,"UG","(689) 705-6866",41743689,22
"Eliza","Martinez","F",2003-07-21,6,"UG","(828) 249-1704",34632485,21
"Kaitlynn","Fuller","F",1979-06-26,6,"PG","(908) 882-0774",37980007,45
"Kamryn","Walls","F",2005-10-30,5,"UG","(425) 575-8096",41185604,19
"Darryl","Ritter","M",1987-07-26,4,"PG","(542) 887-3540",36340264,37
"Makena","Fletcher","F",1999-10-31,5,"UG","(871) 361-4032",47119922,25
"Dalia","Tate","F",2001-05-27,5,"UG","(580) 231-0688",36434640,24
"Moses","Cohen","M",1993-06-09,4,"PG","(829) 885-8723",37619104,31
"Braelyn","Roberson","F",2001-02-11,8,"UG","(932) 207-9443",50549827,24
"Arely","Donovan","F",2002-10-31,7,"UG","(322) 991-5369",43375774,22
"Jake","Walter","M",2000-02-29,4,"UG","(744) 869-5480",41080731,25
"Londyn","Arroyo","F",2001-06-22,4,"UG","(979) 688-3163",33415069,23
"Camila","Mcfarland","F",2001-02-20,5,"UG","(625) 205-1449",50214860,24
"Sophie","Cook","F",1997-07-17,7,"PG","(680) 868-6759",40138690,27
"Andrea","Santos","F",2002-08-12,1,"UG","(807) 789-9041",39725276,22
"Amirah","Moss","F",2000-10-11,1,"UG","(693) 928-7874",42940620,24
"Tori","Mccoy","F",2002-10-04,7,"UG","(221) 233-6959",45484091,22
"Cade","Harrell","M",2003-10-09,5,"UG","(605) 392-1144",40476706,21
"Ingrid","Wiley","F",2001-05-31,1,"UG","(317) 694-1092",42490863,24
"Rylan","Good","M",2003-05-05,10,"UG","(637) 844-5538",45554990,22
"Mariah","Mcintyre","F",1979-05-13,10,"UG","(278) 954-0317",46081773,46
"Cecelia","Lynn","F",2004-06-22,9,"UG","(392) 869-7579",35800398,20
"Kelsey","Simmons","F",2002-04-10,2,"UG","(287) 437-7984",49395133,23
"Santino","Vang","M",2004-02-15,4,"UG","(489) 479-8040",49739191,21
"Eve","Lynn","F",2001-09-06,4,"UG","(693) 990-2006",44958647,23
"Avah","Nixon","F",1985-04-23,3,"PG","(241) 455-6081",44651127,40
"Kenny","Andrade","M",2005-01-24,1,"UG","(914) 755-2382",45710427,20
"Scarlett","Kidd","F",2004-06-29,4,"UG","(214) 286-1504",45039283,20
"Isiah","Dean","M",2004-02-22,5,"UG","(535) 266-8670",41565632,21
"Rylan","Horn","M",2002-01-31,3,"UG","(434) 422-4226",44285889,23
"Meadow","Haynes","F",2003-07-22,2,"UG","(909) 826-1230",46103236,21
"Sabrina","Stein","F",2001-11-06,8,"UG","(314) 238-3243",34821743,23
"Norah","Liu","F",2001-09-15,6,"UG","(889) 290-6971",41958759,23
"Turner","Moore","M",1982-04-12,6,"PG","(737) 701-5055",43155570,43
"Ariella","House","F",2003-01-26,1,"UG","(501) 366-5905",50188408,22
"Harper","Hendricks","F",2005-06-24,10,"UG","(634) 544-0507",33759982,19
"Justin","Christian","M",2005-04-30,2,"UG","(280) 669-9388",34977146,20
"Jadyn","Potts","F",2006-01-28,1,"UG","(741) 210-8237",45179041,19
"Sabrina","Hines","F",2002-01-03,4,"UG","(298) 271-8249",48584675,23
"Clark","Davenport","M",1996-10-08,2,"PG","(807) 697-7663",32640944,28
"Heather","Noble","F",2005-12-08,10,"UG","(853) 623-4361",34255738,19
"Zavier","Hobbs","M",2001-05-19,10,"UG","(516) 506-5386",47924829,24
"Hanna","Hammond","F",2005-11-09,10,"UG","(972) 589-5520",32744090,19
"Pamela","Jimenez","F",2002-01-01,6,"UG","(818) 250-5070",40904435,23
"Kolten","Swanson","M",2005-03-01,5,"UG","(263) 376-6961",42704977,20
"Leia","Pope","F",2003-03-25,5,"UG","(934) 834-6170",50720205,22
"Damian","Weiss","M",2001-08-18,5,"UG","(247) 769-8591",44566915,23
"Lesly","Abbott","F",2000-08-28,2,"UG","",42350764,24
"Ximena","Marsh","F",1987-02-28,10,"PG","(758) 260-2831",40157438,38
"Martin","Kim","M",2003-07-15,1,"UG","(584) 830-6154",44572788,21
"Amara","Rivera","F",2002-05-21,5,"UG","(251) 840-9848",32589028,23
"Nasir","Woods","M",2004-09-13,6,"UG","(406) 779-3640",42345063,20
"Aspen","Vasquez","F",2003-01-29,7,"UG","(828) 673-4931",47641063,22
"Chad","Rose","M",1978-04-08,4,"PG","(600) 533-7111",41402885,47
"Shannon","Wells","F",2000-07-28,3,"UG","(861) 823-2709",32565616,24
"Messiah","Ellis","M",2004-08-23,5,"UG","(398) 569-3462",38891342,20
"Marshall","Black","M",2003-04-21,4,"UG","(250) 276-3547",38487851,22
"Maddox","Cross","M",2003-06-05,8,"UG","(305) 397-6986",44840229,21
"Katherine","Franco","F",2006-01-15,8,"UG","(623) 644-1233",43223771,19
"Tyson","Buck","M",2004-12-31,6,"UG","(577) 953-5830",44840486,20
"Darren","Wilcox","M",1968-09-30,5,"PG","(875) 246-1870",48011351,56
"Amari","Shepherd","F",2000-09-27,2,"UG","(318) 983-3809",37219646,24
"Jaylyn","Valencia","F",2000-07-26,7,"UG","(567) 562-7074",50857000,24
"Jared","York","M",2005-10-21,3,"UG","(241) 890-2819",38460114,19
"Maritza","Benton","F",2003-05-14,1,"UG","(251) 767-2672",47851584,22
"Kaylie","Arias","F",1980-12-02,1,"PG","(767) 273-3264",45335429,44
"Fernanda","Baird","F",2003-07-04,3,"UG","(407) 207-6146",34114443,21
"Uriah","Taylor","M",1980-09-19,1,"PG","(673) 554-9215",38479102,44
"Hunter","Gaines","M",2003-08-10,4,"UG","(627) 593-0361",49782839,21
"Alayna","Yang","F",2000-06-14,5,"UG","(360) 872-9615",47041039,24
"Stephanie","Hanson","F",2001-12-13,5,"UG","(398) 837-8304",32883165,23
"Shayla","Ross","F",1999-12-24,4,"UG","(840) 215-5703",34128589,25
"Jovanny","Gill","",1977-05-27,2,"UG","(639) 980-1326",38638304,48
"Axel","Costa","M",2005-09-19,1,"UG","(639) 271-8735",40345280,19
"Dax","Arellano","M",2005-02-03,3,"UG","(235) 529-8410",45818103,20
"Izabelle","Keith","F",1981-08-22,5,"PG","(699) 706-9889",49572317,43
"Kaylie","Griffin","F",1992-10-22,1,"UG","(967) 913-2795",40135595,32
"Cassidy","Mcintyre","F",2001-05-26,1,"UG","(454) 385-9017",36843260,24
"Dayanara","Ellis","F",1980-08-21,10,"PG","(232) 378-6375",41804649,44
"Chaz","Morgan","M",2001-10-15,10,"UG","(307) 477-8799",51114478,23
"Leandro","Wagner","M",1982-01-06,10,"PG","(820) 984-1900",38166955,43
"Chloe","Duke","F",2002-10-30,3,"UG","(438) 592-4092",46232142,22
"Randy","Morgan","M",2001-12-04,8,"UG","(457) 338-1187",33367154,23
"London","Leach","M",2001-06-17,5,"UG","(275) 768-8382",45631793,23
"Paityn","Morrow","F",2003-05-08,5,"UG","(435) 282-8204",32928747,22
"Kelly","Decker","F",1967-05-24,4,"PG","(390) 604-1921",46378978,58
"Adrienne","Avila","F",1983-12-21,7,"UG","(628) 873-9560",36826673,41
"Damian","Wilkinson","M",2000-04-05,7,"UG","(790) 513-0033",47813766,25
"Yadira","Campbell","F",2005-08-31,1,"UG","(326) 756-4131",32518099,19
"Jacob","Bray","M",2004-09-24,3,"UG","",51083023,20
"Jaycee","Schaefer","F",1964-03-21,4,"UG","(438) 710-8371",40341067,61
"Anne","Huang","F",1991-12-24,5,"PG","(832) 986-6339",37109858,33
"Sanaa","Jackson","F",1980-03-20,2,"UG","(648) 881-3494",48747273,45
"Braylon","Anthony","M",2005-03-30,6,"UG","(258) 890-5563",50859237,20
"Joshua","Simon","M",1988-05-08,9,"PG","(996) 687-4382",34408713,37
"Shyla","Macias","F",1982-10-02,3,"UG","(575) 486-7352",46681302,42
"Yosef","Miles","M",2004-12-06,8,"UG","(642) 676-2534",34315984,20
"Camryn","Pennington","F",2004-06-16,3,"UG","(557) 501-3219",37646252,20
"Orion","Navarro","M",1991-02-08,4,"PG","(841) 819-8236",36957755,34
"Anabelle","Larsen","F",1987-02-16,1,"PG","(916) 813-1593",49768700,38
"Damion","Mcclure","M",2003-01-14,3,"UG","(585) 906-5126",38579040,22
"Rhett","George","M",2004-11-18,6,"UG","(835) 308-4770",37624010,20
"Dania","Fields","F",1981-09-18,6,"UG","(353) 293-0514",37738182,43
"Kailey","Miller","F",1999-12-27,1,"UG","(364) 996-8703",43165048,25
"Nadia","Davies","F",1975-11-26,6,"PG","(635) 444-1805",47310846,49
"Mireya","Hale","F",2001-09-15,10,"UG","(978) 504-8025",33835415,23
"Sandra","Hale","F",2002-10-13,10,"UG","(804) 315-9928",37427630,22
"Eric","Terrell","M",2000-05-19,9,"UG","(719) 271-8125",43925283,25
"Kasey","Simmons","F",2005-08-17,2,"UG","(532) 607-2508",49419418,19
"Megan","Andrews","F",2002-06-08,4,"UG","(359) 427-4010",49854016,22
"Marina","Brown","F",2005-07-10,10,"UG","(977) 988-4930",45979521,19
"Milo","Blair","M",2003-10-31,6,"UG","(628) 787-5356",43052988,21
"Keyon","Young","M",2002-07-31,10,"UG","(656) 828-7673",38229561,22
"Kieran","Stark","M",2000-05-14,2,"UG","(614) 868-0384",47709146,25
"Annie","Gordon","F",2000-12-14,10,"UG","(255) 719-3195",50753793,24
"Misael","Small","M",1995-07-15,7,"PG","(323) 537-0108",45235256,29
"Lucia","Odom","F",2004-12-22,10,"UG","(837) 546-5362",43237502,20
"Anabella","Torres","F",1999-10-11,3,"UG","(826) 532-6501",34916343,25
"Malachi","Conley","",2004-12-28,6,"UG","(700) 395-2448",46690469,20
"Aileen","Walter","",2005-12-08,1,"UG","(220) 320-6672",45066518,19
"Conrad","Goodwin","M",2005-04-01,1,"UG","(434) 711-1409",44339886,20
"Baylee","Riggs","F",1996-01-26,3,"PG","(264) 601-7688",33222235,29
"Kiley","Vasquez","F",2004-09-08,2,"UG","(465) 337-7187",33381604,20
"Tripp","Yu","M",1985-01-28,2,"UG","(728) 874-7314",41683017,40
"Ryker","Chang","",1985-03-14,2,"PG","(413) 900-3294",46427431,40
"Malcolm","Warren","M",2000-01-07,3,"UG","(447) 616-9629",46138275,25
"Elisa","Werner","F",1999-10-10,3,"UG","(838) 909-1214",43738281,25
"Virginia","Graves","",1962-07-07,5,"PG","(469) 958-8880",37739633,62
"Kadence","Atkins","F",1985-04-25,1,"UG","(278) 736-2231",47938626,40
"Mohamed","Weaver","M",2004-12-30,1,"UG","(936) 243-2788",35342802,20
"Makena","Cline","F",1976-12-01,3,"PG","(329) 601-5615",35061326,48
"Izabelle","Haley","F",2001-06-13,3,"UG","(504) 258-9982",43346305,23
"Cynthia","Espinoza","F",2004-04-02,3,"UG","(471) 689-3312",44530751,21
"Ashly","Norton","F",1996-12-22,9,"PG","(803) 435-5043",46012693,28
"Holly","Wallace","F",2005-08-05,10,"UG","(918) 803-9735",38660626,19
"Dana","Garrett","F",1975-10-14,1,"PG","(501) 962-7180",47016939,49
"Amari","Dalton","M",1987-02-10,8,"PG","(364) 357-0416",43672046,38
"Gabriel","Best","M",1988-04-08,6,"PG","(202) 945-2138",46116599,37
"Noemi","Russell","F",2000-06-01,4,"UG","(471) 807-8603",37331537,24
"Owen","Hull","M",1966-04-18,6,"PG","(386) 944-2266",42458359,59
"Kassidy","Hester","F",2003-02-03,8,"UG","(353) 858-5784",42784940,22
"Genevieve","Wagner","F",2002-09-11,5,"UG","(695) 950-9814",35848786,22
"Edith","Hughes","F",2005-05-12,3,"UG","(624) 346-6730",37094528,20
"Heaven","Collier","F",1987-09-22,8,"PG","(551) 636-7492",36162868,37
"Elisha","Hubbard","M",2002-04-07,7,"UG","(612) 519-8234",50144353,23
"Iris","Mccann","F",1969-11-16,10,"PG","(466) 300-9476",50305338,55
"Rachel","Kelly","",2003-10-08,7,"UG","(268) 963-3671",46954185,21
"Cristopher","Whitehead","M",2002-08-02,1,"UG","(331) 968-8724",40763759,22
"Hana","Avery","F",1966-10-23,3,"PG","(979) 449-5133",39320106,58
"Emilio","Crosby","M",2000-04-28,6,"UG","(739) 915-8584",34185038,25
"Jordyn","Clark","F",2000-08-25,6,"UG","(782) 762-9897",36731028,24
"Asia","Allen","F",1996-09-21,8,"PG","(354) 919-5170",48000027,28
"Davis","Mcclure","M",2005-12-28,3,"UG","(498) 582-0422",40240363,19
"Valery","Maldonado","",2004-08-01,8,"UG","(435) 457-4910",45755799,20
"Marcelo","Le","M",2003-10-12,6,"UG","(857) 741-9795",47121648,21
"Ryker","Strickland","M",1978-01-28,10,"UG","(242) 996-6941",49277171,47
"Santiago","Hardy","M",1987-09-25,10,"UG","(653) 750-8410",51218950,37
"Harley","Marshall","F",1992-08-11,5,"UG","(821) 411-2029",45938918,32
"Leslie","Briggs","F",2002-12-12,5,"UG","",45583465,22
"Patrick","Donovan","M",2005-01-03,4,"UG","(562) 616-5006",41853285,20
"Ezra","Farley","M",1973-07-16,1,"PG","(353) 580-6699",42115211,51
"Karla","Estrada","F",1962-03-14,5,"UG","(333) 494-7111",35698834,63
"Kaley","Barton","F",2005-09-04,9,"UG","(375) 223-1123",41635307,19
"Kaylah","Landry","F",2000-02-12,10,"UG","(376) 491-4262",33384786,25
"Malakai","Middleton","",2002-02-05,3,"UG","(621) 659-5472",32399813,23
"Helen","Maldonado","F",2001-09-08,3,"UG","(453) 723-9730",40537312,23
"Jakayla","Figueroa","F",2003-06-11,3,"UG","(471) 458-8454",47120747,21
"Dana","Hodges","F",1982-06-26,2,"PG","(787) 227-6928",41534211,42
"Alissa","Lam","F",1961-03-08,2,"PG","(272) 882-5107",39838691,64
"Eliezer","Myers","M",2001-02-08,4,"UG","(389) 416-3569",41233220,24
"Shane","Prince","M",2005-08-18,1,"UG","(793) 414-4617",50357945,19
"Braydon","Singleton","M",2001-02-02,6,"UG","(733) 327-9060",32141756,24
"Aileen","Carpenter","F",1990-10-11,1,"PG","(912) 500-0704",42803987,34
"Cadence","Wilkinson","F",2000-05-12,5,"UG","(228) 959-8984",49733014,25
"Nickolas","Patrick","M",1995-02-16,10,"PG","(661) 786-4796",43933443,30
"Darryl","Steele","M",2001-02-18,4,"UG","(673) 771-1804",36604489,24
"Mallory","Powers","F",1998-08-27,5,"UG","(439) 817-5731",34556615,26
"Ace","Mcgrath","M",2003-02-05,6,"UG","(862) 625-4737",45027058,22
"Luka","Krause","M",2002-12-10,4,"UG","(971) 863-9034",38684069,22
"Ahmed","Nunez","M",2005-11-07,3,"UG","(687) 660-0093",32430677,19
"Eli","Bartlett","M",2002-12-27,10,"UG","(946) 291-4572",42155053,22
"Rylan","Brewer","M",2004-05-31,4,"UG","(642) 876-1801",36033270,21
"Eileen","Petersen","F",1973-08-12,7,"PG","(565) 483-9940",44482016,51
"Nathaly","Griffith","F",2005-07-20,5,"UG","(759) 464-7201",47937625,19
"Sasha","Richards","F",2005-04-16,7,"UG","(874) 745-5615",38109540,20
"Viviana","Cruz","F",2005-07-29,3,"UG","(622) 654-1508",48600664,19
"Ashanti","Higgins","F",2002-12-10,5,"UG","(807) 505-9661",38015108,22
"Elisha","Holt","M",2003-06-05,5,"UG","(207) 428-8507",33816214,21
"Janessa","Shields","F",1994-09-16,5,"PG","(750) 392-7575",41947137,30
"Haleigh","Shah","F",2000-08-05,4,"UG","(672) 244-0786",37095920,24
"Jaylen","Ballard","F",2004-04-28,5,"UG","(810) 358-0857",33876028,21
